X,Y,Z
0.350671,-0.008643,0.647092
0.350571,-0.008645,0.647177
0.350472,-0.008649,0.647263
0.350372,-0.008654,0.647350
0.350272,-0.008661,0.647437
0.350173,-0.008670,0.647525
0.350073,-0.008680,0.647613
0.349974,-0.008692,0.647702
0.349875,-0.008706,0.647791
0.349776,-0.008721,0.647881
0.349677,-0.008738,0.647971
0.349579,-0.008757,0.648062
0.349480,-0.008777,0.648153
0.349382,-0.008799,0.648244
0.349284,-0.008823,0.648335
0.349186,-0.008848,0.648426
0.349088,-0.008875,0.648518
0.348991,-0.008903,0.648610
0.348893,-0.008933,0.648702
0.348796,-0.008964,0.648793
0.348699,-0.008997,0.648885
0.348602,-0.009032,0.648977
0.348506,-0.009068,0.649069
0.348409,-0.009105,0.649160
0.348313,-0.009144,0.649251
0.348217,-0.009185,0.649343
0.348121,-0.009227,0.649433
0.348026,-0.009270,0.649524
0.347931,-0.009315,0.649614
0.347836,-0.009361,0.649704
0.347741,-0.009408,0.649794
0.347647,-0.009457,0.649883
0.347552,-0.009506,0.649972
0.347459,-0.009557,0.650060
0.347365,-0.009610,0.650147
0.347272,-0.009663,0.650234
0.347179,-0.009718,0.650321
0.347086,-0.009773,0.650407
0.346994,-0.009830,0.650492
0.346902,-0.009888,0.650576
0.346810,-0.009946,0.650660
0.346719,-0.010006,0.650743
0.346628,-0.010066,0.650825
0.346537,-0.010128,0.650907
0.346447,-0.010190,0.650987
0.346357,-0.010253,0.651067
0.346268,-0.010317,0.651146
0.346179,-0.010381,0.651224
0.346090,-0.010446,0.651300
0.346002,-0.010512,0.651376
0.345914,-0.010578,0.651451
0.345826,-0.010645,0.651525
0.345740,-0.010712,0.651598
0.345653,-0.010780,0.651670
0.345567,-0.010848,0.651740
0.345482,-0.010916,0.651810
0.345397,-0.010985,0.651878
0.345312,-0.011054,0.651945
0.345228,-0.011124,0.652011
0.345144,-0.011193,0.652076
0.345061,-0.011263,0.652140
0.344979,-0.011333,0.652202
0.344897,-0.011402,0.652263
0.344816,-0.011472,0.652323
0.344735,-0.011542,0.652381
0.344655,-0.011612,0.652439
0.344575,-0.011682,0.652494
0.344496,-0.011751,0.652549
0.344418,-0.011820,0.652602
0.344340,-0.011890,0.652654
0.344263,-0.011958,0.652705
0.344186,-0.012027,0.652754
0.344111,-0.012095,0.652801
0.344035,-0.012163,0.652848
0.343961,-0.012230,0.652893
0.343887,-0.012297,0.652936
0.343814,-0.012364,0.652978
0.343742,-0.012430,0.653019
0.343670,-0.012495,0.653058
0.343599,-0.012560,0.653096
0.343529,-0.012624,0.653133
0.343459,-0.012688,0.653168
0.343390,-0.012750,0.653201
0.343322,-0.012812,0.653233
0.343255,-0.012874,0.653264
0.343188,-0.012934,0.653293
0.343123,-0.012994,0.653321
0.343058,-0.013053,0.653348
0.342994,-0.013111,0.653372
0.342930,-0.013168,0.653396
0.342868,-0.013224,0.653418
0.342806,-0.013280,0.653439
0.342745,-0.013334,0.653458
0.342685,-0.013387,0.653476
0.342626,-0.013440,0.653492
0.342568,-0.013491,0.653507
0.342510,-0.013542,0.653521
0.342453,-0.013591,0.653533
0.342398,-0.013639,0.653544
0.342343,-0.013686,0.653554
0.342289,-0.013732,0.653562
0.342236,-0.013777,0.653569
0.342183,-0.013821,0.653574
0.342132,-0.013864,0.653578
0.342081,-0.013905,0.653581
0.342032,-0.013945,0.653583
0.341983,-0.013985,0.653583
0.341935,-0.014023,0.653582
0.341888,-0.014060,0.653580
0.341842,-0.014095,0.653576
0.341797,-0.014130,0.653571
