X,Y,Z
0.401401,0.112500,0.673728
0.401240,0.113188,0.673640
0.401089,0.113873,0.673566
0.400949,0.114554,0.673505
0.400820,0.115229,0.673456
0.400698,0.115899,0.673419
0.400584,0.116562,0.673394
0.400477,0.117217,0.673379
0.400377,0.117862,0.673374
0.400284,0.118492,0.673379
0.400199,0.119106,0.673392
0.400123,0.119701,0.673414
0.400057,0.120275,0.673444
0.399999,0.120826,0.673481
0.399951,0.121352,0.673525
0.399913,0.121850,0.673576
0.399886,0.122319,0.673634
0.399870,0.122758,0.673698
0.399867,0.123165,0.673769
0.399876,0.123538,0.673845
0.399900,0.123874,0.673927
0.399941,0.124171,0.674015
0.400001,0.124428,0.674110
0.400081,0.124645,0.674211
0.400179,0.124822,0.674318
0.400296,0.124960,0.674432
0.400431,0.125061,0.674553
0.400584,0.125125,0.674680
0.400755,0.125154,0.674815
0.400944,0.125148,0.674957
0.401151,0.125107,0.675107
0.401375,0.125033,0.675264
0.401615,0.124925,0.675427
0.401869,0.124784,0.675596
0.402137,0.124611,0.675771
0.402415,0.124406,0.675950
0.402704,0.124170,0.676132
0.403000,0.123904,0.676316
0.403303,0.123608,0.676502
0.403611,0.123282,0.676688
0.403922,0.122927,0.676874
0.404235,0.122545,0.677057
0.404548,0.122134,0.677238
0.404859,0.121696,0.677415
0.405166,0.121232,0.677586
0.405463,0.120741,0.677749
0.405748,0.120223,0.677902
0.406019,0.119680,0.678043
0.406276,0.119113,0.678172
0.406522,0.118520,0.678291
0.406762,0.117904,0.678400
0.406998,0.117264,0.678501
0.407232,0.116603,0.678593
0.407464,0.115924,0.678679
0.407694,0.115227,0.678757
0.407921,0.114518,0.678829
0.408145,0.113797,0.678894
0.408363,0.113067,0.678953
0.408576,0.112331,0.679006
0.408783,0.111590,0.679052
0.408981,0.110847,0.679093
0.409171,0.110104,0.679127
0.409352,0.109363,0.679156
0.409521,0.108628,0.679179
0.409675,0.107905,0.679198
0.409812,0.107196,0.679211
0.409931,0.106504,0.679221
0.410032,0.105831,0.679226
0.410114,0.105180,0.679227
0.410178,0.104556,0.679228
